Total_N_SDG1,Total_N_SDG2,Total_N_SDG3,Total_N_SDG4,Total_N_SDG5,Total_N_SDG6,Total_N_SDG7,Total_N_SDG8,Total_N_SDG9,Total_N_SDG10,Total_N_SDG11,Total_N_SDG12,Total_N_SDG13,Total_N_SDG14,Total_N_SDG15,Total_N_SDG16,Total_N_SDG17,Total_market_value,Total_negative_SDGs,Total_negative_SDGs_per milusd
-3200000,0,-1.51E+11,0,0,-38228694658,-10040470000,-5.53E+11,-2.12E+11,0,-82591719088,-38517555384,-5.87E+11,-17470598547,-9398243073,0,0,66519268.32,-1.70E+12,-0.025553359
